<span class="console-info">2020-09-23 04:21:34 : Entity products</span>
<span class="console-info">2020-09-23 04:21:36 : Checked column 78</span>
<span class="console-info">2020-09-23 04:21:36 : Checked column 79</span>
<span class="console-info">2020-09-23 04:21:36 : Checked column 80</span>
<span class="console-info">2020-09-23 04:21:36 : Checked column 81</span>
<span class="console-info">2020-09-23 04:21:36 : Checked column 82</span>
<span class="console-info">2020-09-23 04:21:36 : Checked column 83</span>
<span class="console-info">2020-09-23 04:21:36 : Checked column 84</span>
<span class="console-info">2020-09-23 04:21:36 : Checked column 85</span>
<span class="console-info">2020-09-23 04:21:36 : Checked column 86</span>
<span class="console-info">2020-09-23 04:21:36 : Checked column 87</span>
<span class="console-info">2020-09-23 04:21:36 : Checked column 88</span>
<span class="console-info">2020-09-23 04:21:36 : Checked column 89</span>
<span class="console-info">2020-09-23 04:21:36 : Finish checking columns</span>
<span class="console-info">2020-09-23 04:21:36 : Errors count: 0</span>
<span class="console-info">2020-09-23 04:21:36 : Start saving bunches</span>
<span class="console-warning">2020-09-23 04:21:36 : Not all products can be attached to a configurable product with sku = 'Titanconfig311',
                        since attribute '' is missing in attribute set 'Triple_Vane_Pumps'.</span>
<span class="console-info">2020-09-23 04:21:36 : Finish saving bunches</span>
<span class="console-info">2020-09-23 04:21:36 : The validation is complete.</span>
<span class="console-info">2020-09-23 04:21:36 : Checked rows: 9, checked entities: 9, invalid rows: 9, total errors: 9</span>
<span class="console-error">2020-09-23 04:21:36 : Invalid value in Store column (store doesn't exist?) in rows: 1, 2, 3, 4, 5, 6, 7, 8, 9</span>
<span class="console-error">2020-09-23 04:21:36 : Too many errors. Please check your debug log file.<br /></span>
<span class="console-info">2020-09-23 04:21:36 : Sep 23, 2020, 4:21:36 AM</span>
<span class="console-debug">2020-09-23 04:21:36 : Data validation is failed. Please fix errors and re-upload the file..</span>
